ma/ma_var2,perf/var2,perf/var1,time-step
208.6,0,293,422
208.6,0,961,423
209.6,424,145,424
210.6,425,395,425
210.6,0,452,426
168.9,0,276,427
211.7,428,580,428
169.8,0,597,429
212.8,430,97,430
213.8,431,766,431
213.8,0,401,432
213.8,0,459,433
214.8,434,295,434
172.3,0,81,435
172.3,0,787,436
216.0,437,460,437
173.2,0,818,438
217.1,439,753,439
174.1,0,769,440
131.0,0,753,441
175.2,442,88,442
175.2,0,399,443
131.8,0,566,444
176.3,445,335,445
176.3,0,805,446
177.3,447,119,447
222.1,448,447,448
223.1,449,308,449
223.1,0,915,450
223.1,0,541,451
224.1,452,824,452
269.4,453,600,453
314.8,454,949,454
270.3,0,997,455
270.3,0,787,456
271.3,457,946,457
272.3,458,22,458
273.3,459,402,459
273.3,0,575,460
319.4,461,526,461
320.4,462,425,462
321.4,463,489,463
322.4,464,452,464
368.9,465,112,465
368.9,0,867,466
369.9,467,234,467
370.9,468,878,468
325.0,0,619,469
372.0,470,750,470
373.0,471,790,471
326.8,0,950,472
280.5,0,895,473
234.1,0,39,474
235.1,475,627,475
235.1,0,336,476
188.4,0,178,477
141.6,0,320,478
189.5,479,692,479
142.5,0,899,480
143.5,481,314,481
143.5,0,872,482
191.8,483,867,483
240.2,484,812,484
192.7,0,842,485
192.7,0,390,486
192.7,0,438,487
192.7,0,446,488
144.8,0,196,489
193.8,490,867,490
194.8,491,39,491
194.8,0,958,492
146.5,0,513,493
98.1,0,534,494
147.6,495,835,495
197.2,496,327,496
246.9,497,817,497
246.9,0,390,498
296.8,499,190,499
297.8,500,142,500
248.7,0,197,501
248.7,0,103,502
248.7,0,419,503
299.1,504,445,504
300.1,505,364,505
250.5,0,0,506
200.8,0,270,507
200.8,0,197,508
201.8,509,467,509
151.8,0,172,510
202.9,511,705,511
254.1,512,703,512
305.4,513,547,513
255.0,0,846,514
256.0,515,706,515
256.0,0,843,516
307.7,517,353,517
307.7,0,456,518
256.8,0,9,519
256.8,0,639,520
205.7,0,783,521
206.7,522,381,522
207.7,523,725,523
207.7,0,151,524
156.2,0,247,525
208.8,526,410,526
209.8,527,407,527
262.6,528,64,528
262.6,0,732,529
262.6,0,396,530
315.7,531,18,531
316.7,532,22,532
264.4,0,70,533
317.8,534,259,534
317.8,0,409,535
318.8,536,482,536
266.1,0,408,537
267.1,538,673,538
267.1,0,229,539
267.1,0,443,540
268.1,541,992,541
214.9,0,189,542
214.9,0,790,543
215.9,544,544,544
270.4,545,84,545
271.4,546,516,546
271.4,0,292,547
217.6,0,509,548
272.5,549,905,549
272.5,0,64,550
218.4,0,484,551
218.4,0,76,552
273.7,553,243,553
274.7,554,552,554
275.7,555,79,555
276.7,556,430,556
332.4,557,361,557
332.4,0,368,558
333.4,559,505,559
389.4,560,949,560
389.4,0,882,561
445.6,562,162,562
390.3,0,123,563
391.3,564,883,564
392.3,565,536,565
393.3,566,478,566
394.3,567,614,567
451.1,568,576,568
452.1,569,765,569
396.1,0,682,570
453.2,571,270,571
454.2,572,11,572
454.2,0,976,573
397.8,0,769,574
341.3,0,317,575
342.3,576,47,576
343.3,577,111,577
344.3,578,603,578
287.4,0,338,579
345.4,580,529,580
288.3,0,262,581
289.3,582,779,582
289.3,0,349,583
289.3,0,716,584
347.8,585,938,585
348.8,586,73,586
291.1,0,603,587
292.1,588,747,588
292.1,0,928,589
234.1,0,683,590
293.2,591,709,591
235.0,0,627,592
294.3,593,210,593
294.3,0,989,594
295.3,595,104,595
296.3,596,183,596
296.3,0,657,597
297.3,598,459,598
357.2,599,882,599
417.2,600,852,600
418.2,601,236,601
478.4,602,663,602
419.1,0,363,603
479.5,604,481,604
480.5,605,33,605
420.9,0,697,606
481.6,607,594,607
482.6,608,145,608
483.6,609,376,609
484.6,610,205,610
424.5,0,937,611
364.3,0,653,612
364.3,0,479,613
365.3,614,322,614
304.8,0,347,615
366.4,616,419,616
305.7,0,518,617
244.9,0,887,618
184.0,0,426,619
123.0,0,46,620
185.1,621,406,621
247.3,622,536,622
309.6,623,569,623
310.6,624,910,624
373.1,625,402,625
374.1,626,128,626
374.1,0,859,627
374.1,0,230,628
437.0,629,49,629
437.0,0,556,630
374.9,0,313,631
312.7,0,41,632
250.4,0,291,633
188.0,0,314,634
189.0,635,313,635
126.4,0,191,636
190.1,637,195,637
253.9,638,226,638
191.0,0,542,639
255.0,640,872,640
255.0,0,75,641
319.2,642,684,642
383.5,643,886,643
447.9,644,307,644
384.4,0,528,645
384.4,0,516,646
385.4,647,757,647
386.4,648,802,648
451.3,649,677,649
387.3,0,735,650
387.3,0,50,651
323.1,0,464,652
258.8,0,512,653
194.4,0,808,654
259.9,655,866,655
325.5,656,287,656
260.8,0,661,657
196.0,0,24,658
197.0,659,58,659
263.0,660,609,660
329.1,661,514,661
329.1,0,606,662
395.4,663,795,663
461.8,664,233,664
396.3,0,730,665
330.7,0,20,666
330.7,0,926,667
330.7,0,357,668
264.8,0,77,669
198.8,0,132,670
132.7,0,903,671
199.9,672,754,672
200.9,673,679,673
201.9,674,248,674
269.4,675,86,675
269.4,0,16,676
337.1,677,85,677
337.1,0,370,678
405.0,679,548,679
405.0,0,471,680
405.0,0,532,681
337.8,0,20,682
270.5,0,474,683
203.1,0,324,684
204.1,685,210,685
204.1,0,939,686
136.4,0,269,687
205.2,688,864,688
137.3,0,564,689
137.3,0,498,690
137.3,0,287,691
206.5,692,127,692
206.5,0,716,693
275.9,694,823,694
276.9,695,924,695
276.9,0,286,696
346.6,697,940,697
347.6,698,201,698
347.6,0,697,699
347.6,0,3,700
417.7,701,445,701
418.7,702,211,702
418.7,0,358,703
349.3,0,212,704
279.8,0,838,705
350.4,706,325,706
351.4,707,667,707
352.4,708,488,708
423.3,709,597,709
494.3,710,407,710
424.2,0,186,711
425.2,712,17,712
425.2,0,544,713
425.2,0,582,714
425.2,0,393,715
426.2,716,44,716
355.5,0,815,717
356.5,718,304,718
285.6,0,905,719
214.6,0,810,720
286.7,721,148,721
287.7,722,95,722
287.7,0,466,723
287.7,0,581,724
287.7,0,363,725
288.7,726,746,726
361.4,727,422,727
362.4,728,558,728
435.3,729,635,729
435.3,0,448,730
363.2,0,617,731
291.0,0,266,732
291.0,0,827,733
364.4,734,890,734
364.4,0,695,735
365.4,736,526,736
366.4,737,189,737
293.6,0,336,738
220.7,0,492,739
220.7,0,243,740
220.7,0,912,741
294.9,742,276,742
369.2,743,409,743
295.8,0,356,744
295.8,0,86,745
222.2,0,177,746
223.2,747,662,747
223.2,0,941,748
223.2,0,887,749
223.2,0,806,750
223.2,0,726,751
224.2,752,32,752
225.2,753,815,753
225.2,0,844,754
225.2,0,544,755
225.2,0,507,756
150.5,0,870,757
150.5,0,849,758
150.5,0,688,759
150.5,0,228,760
226.6,761,483,761
227.6,762,507,762
228.6,763,203,763
305.0,764,692,764
381.5,765,28,765
381.5,0,793,766
458.2,767,180,767
535.0,768,759,768
611.9,769,126,769
611.9,0,256,770
612.9,771,460,771
613.9,772,641,772
614.9,773,383,773
538.5,0,68,774
462.0,0,807,775
462.0,0,822,776
463.0,777,544,777
386.2,0,913,778
309.3,0,223,779
387.3,780,569,780
310.2,0,983,781
311.2,782,721,782
233.9,0,285,783
312.3,784,700,784
312.3,0,706,785
312.3,0,202,786
313.3,787,123,787
392.1,788,630,788
471.0,789,441,789
472.0,790,388,790
551.1,791,106,791
552.1,792,686,792
631.4,793,858,793
632.4,794,370,794
632.4,0,193,795
632.4,0,480,796
633.4,797,212,797
634.4,798,959,798
635.4,799,976,799
556.4,0,293,800
557.4,801,881,801
478.2,0,605,802
398.9,0,249,803
399.9,804,302,804
480.4,805,612,805
561.0,806,367,806
481.3,0,825,807
482.3,808,976,808
483.3,809,398,809
483.3,0,984,810
403.2,0,83,811
484.4,812,150,812
484.4,0,782,813
404.0,0,287,814
405.0,815,881,815
324.4,0,343,816
324.4,0,548,817
243.6,0,792,818
162.7,0,434,819
244.7,820,764,820
326.8,821,309,821
327.8,822,380,822
327.8,0,808,823
327.8,0,342,824
246.3,0,213,825
246.3,0,908,826
246.3,0,210,827
246.3,0,970,828
246.3,0,169,829
164.3,0,184,830
82.2,0,558,831
0.0,0,634,832
0.0,0,85,833
0.0,0,919,834
0.0,0,147,835
0.0,0,822,836
0.0,0,469,837
83.8,838,973,838
167.7,839,471,839
167.7,0,803,840
167.7,0,151,841
251.9,842,19,842
251.9,0,676,843
251.9,0,795,844
336.4,845,958,845
336.4,0,10,846
421.1,847,719,847
337.3,0,704,848
338.3,849,823,849
338.3,0,982,850
423.4,851,165,851
424.4,852,346,852
509.7,853,20,853
595.1,854,834,854
596.1,855,760,855
596.1,0,66,856
597.1,857,748,857
597.1,0,405,858
512.2,0,243,859
512.2,0,801,860
427.1,0,514,861
341.9,0,159,862
342.9,863,890,863
343.9,864,997,864
258.4,0,321,865
258.4,0,144,866
172.7,0,805,867
172.7,0,382,868
259.6,869,705,869
259.6,0,408,870
346.7,871,52,871
346.7,0,40,872
347.7,873,26,873
261.3,0,385,874
348.8,875,618,875
348.8,0,499,876
436.5,877,285,877
436.5,0,56,878
349.6,0,697,879
349.6,0,80,880
350.6,881,373,881
438.8,882,147,882
439.8,883,674,883
439.8,0,668,884
352.3,0,449,885
440.9,886,282,886
441.9,887,797,887
530.7,888,898,888
619.6,889,483,889
619.6,0,146,890
531.5,0,889,891
443.3,0,28,892
444.3,893,609,893
444.3,0,422,894
444.3,0,559,895
355.7,0,808,896
267.0,0,787,897
268.0,898,818,898
179.1,0,255,899
179.1,0,325,900
179.1,0,504,901
179.1,0,180,902
180.1,903,203,903
180.1,0,541,904
270.6,905,557,905
361.2,906,380,906
361.2,0,529,907
362.2,908,620,908
362.2,0,605,909
453.2,910,432,910
544.3,911,84,911
635.5,912,21,912
545.2,0,411,913
636.6,914,787,914
546.1,0,739,915
455.5,0,836,916
455.5,0,546,917
364.7,0,50,918
456.6,919,14,919
365.6,0,541,920
274.5,0,464,921
275.5,922,459,922
275.5,0,807,923
184.1,0,173,924
276.6,925,484,925
276.6,0,672,926
276.6,0,672,927
369.4,928,28,928
277.5,0,665,929
277.5,0,115,930
277.5,0,472,931
185.3,0,906,932
185.3,0,768,933
185.3,0,617,934
186.3,935,592,935
186.3,0,418,936
186.3,0,860,937
93.5,0,879,938
93.5,0,247,939
187.5,940,823,940
187.5,0,335,941
187.5,0,714,942
281.8,943,920,943
281.8,0,825,944
282.8,945,741,945
282.8,0,407,946
377.5,947,720,947
377.5,0,31,948
377.5,0,585,949
283.5,0,88,950
378.6,951,459,951
473.8,952,978,952
474.8,953,545,953
570.2,954,154,954
571.2,955,46,955
666.8,956,304,956
572.1,0,735,957
572.1,0,455,958
572.1,0,383,959
572.1,0,177,960
573.1,961,580,961
574.1,962,802,962
575.1,963,111,963
479.7,0,459,964
480.7,965,816,965
385.1,0,735,966
481.8,967,292,967
481.8,0,503,968
578.7,969,175,969
578.7,0,8,970
482.6,0,268,971
483.6,972,68,972
484.6,973,618,973
484.6,0,621,974
485.6,975,524,975
583.2,976,769,976
584.2,977,571,977
584.2,0,943,978
585.2,979,624,979
585.2,0,144,980
585.2,0,319,981
488.0,0,679,982
390.7,0,35,983
390.7,0,657,984
293.2,0,528,985
195.6,0,717,986
97.9,0,357,987
97.9,0,335,988
0.0,0,295,989
0.0,0,294,990
99.1,991,686,991
99.1,0,889,992
99.1,0,35,993
99.1,0,837,994
198.6,995,858,995
198.6,0,340,996
298.3,997,82,997
398.1,998,796,998
498.0,999,627,999
