perf/var1,perf/var2,time-step,ma/ma_var2
264,0,138,26.2
817,139,139,40.1
257,140,140,41.1
929,0,141,41.1
725,0,142,27.9
779,0,143,27.9
219,144,144,42.3
753,145,145,56.8
186,0,146,56.8
73,147,147,71.5
617,148,148,86.3
8,0,149,72.4
641,0,150,58.4
806,151,151,73.5
626,0,152,73.5
183,0,153,73.5
333,0,154,59.1
274,155,155,60.1
637,0,156,60.1
593,157,157,61.1
905,158,158,62.1
895,159,159,78.0
748,0,160,78.0
938,0,161,62.9
972,162,162,79.1
708,163,163,95.4
149,164,164,111.8
902,165,165,112.8
821,166,166,129.4
729,0,167,113.7
246,0,168,97.9
279,0,169,82.0
462,170,170,99.0
157,0,171,99.0
449,0,172,82.8
44,173,173,83.8
955,0,174,67.4
797,175,175,68.4
211,176,176,69.4
567,177,177,87.1
699,0,178,87.1
530,0,179,87.1
884,0,180,70.1
317,181,181,88.2
70,182,182,106.4
993,183,183,107.4
362,0,184,107.4
919,0,185,89.9
867,0,186,72.3
172,0,187,54.6
509,0,188,54.6
380,0,189,54.6
422,190,190,73.6
776,191,191,74.6
601,192,192,75.6
275,0,193,57.3
288,194,194,76.7
175,195,195,96.2
175,196,196,115.8
736,0,197,115.8
463,198,198,135.6
737,199,199,155.5
854,0,200,136.5
333,201,201,137.5
550,0,202,118.3
826,0,203,118.3
13,204,204,119.3
192,205,205,120.3
785,206,206,121.3
941,207,207,142.0
573,208,208,143.0
281,0,209,123.1
844,0,210,123.1
641,211,211,124.1
416,0,212,124.1
524,0,213,124.1
724,214,214,125.1
931,215,215,126.1
242,0,216,105.5
864,217,217,106.5
882,0,218,85.7
151,0,219,85.7
908,0,220,85.7
354,221,221,86.7
117,222,222,108.9
224,0,223,108.9
932,0,224,87.5
381,225,225,88.5
879,226,226,111.1
339,0,227,89.4
153,228,228,112.2
509,229,229,135.1
716,0,230,135.1
91,0,231,113.0
110,0,232,90.8
428,0,233,90.8
588,0,234,90.8
707,235,235,91.8
322,236,236,92.8
788,237,237,116.5
986,238,238,117.5
243,0,239,94.6
354,0,240,94.6
448,0,241,94.6
21,242,242,118.8
402,243,243,143.1
768,244,244,167.5
435,0,245,144.0
602,246,246,145.0
881,0,247,121.3
45,248,248,122.3
146,249,249,147.2
574,0,250,147.2
828,0,251,147.2
673,252,252,148.2
376,0,253,123.9
893,254,254,124.9
2,0,255,124.9
400,256,256,125.9
635,0,257,125.9
939,258,258,126.9
327,0,259,102.0
309,0,260,102.0
58,0,261,102.0
142,0,262,76.8
47,0,263,76.8
961,0,264,51.4
167,0,265,51.4
291,0,266,25.8
732,267,267,52.5
302,0,268,26.7
810,269,269,53.6
652,0,270,53.6
117,271,271,80.7
228,272,272,107.9
136,273,273,135.2
907,0,274,135.2
52,0,275,135.2
265,276,276,162.8
969,277,277,163.8
674,278,278,191.6
970,279,279,192.6
165,280,280,220.6
817,281,281,221.6
914,0,282,194.4
395,0,283,167.1
817,284,284,195.5
754,0,285,195.5
311,286,286,196.5
958,0,287,168.8
394,288,288,169.8
344,0,289,141.9
194,0,290,113.9
113,0,291,85.8
663,292,292,115.0
626,293,293,144.3
253,294,294,145.3
457,0,295,145.3
513,0,296,116.7
64,0,297,116.7
397,0,298,87.9
146,299,299,117.8
7,0,300,117.8
557,301,301,147.9
31,0,302,118.7
230,0,303,89.4
923,0,304,60.0
891,0,305,60.0
908,0,306,60.0
2,307,307,90.7
872,0,308,90.7
838,0,309,60.8
218,310,310,91.8
145,0,311,61.7
382,0,312,61.7
875,0,313,61.7
22,0,314,61.7
868,315,315,93.2
574,316,316,124.8
849,0,317,94.1
226,0,318,94.1
701,319,319,126.0
674,0,320,95.0
544,0,321,95.0
62,322,322,127.2
967,0,323,127.2
72,324,324,159.6
959,325,325,160.6
197,0,326,129.0
955,327,327,161.7
510,328,328,194.5
675,0,329,162.6
371,0,330,162.6
406,331,331,195.7
959,0,332,163.5
261,333,333,196.8
983,334,334,197.8
579,335,335,198.8
868,336,336,232.4
175,0,337,199.7
213,338,338,200.7
472,0,339,200.7
517,0,340,200.7
459,0,341,167.6
687,0,342,167.6
539,0,343,134.3
893,0,344,100.9
195,345,345,101.9
582,0,346,68.3
936,347,347,103.0
875,348,348,104.0
45,349,349,138.9
77,0,350,138.9
684,0,351,138.9
210,352,352,174.1
290,353,353,209.4
47,0,354,209.4
217,0,355,174.9
751,0,356,174.9
148,357,357,175.9
329,0,358,141.1
878,359,359,142.1
787,0,360,142.1
295,0,361,142.1
621,0,362,106.9
137,363,363,107.9
450,364,364,144.3
960,365,365,180.8
817,366,366,217.4
769,367,367,218.4
670,0,368,218.4
131,369,369,219.4
775,370,370,256.4
631,371,371,293.5
808,0,372,293.5
502,373,373,294.5
998,0,374,258.1
310,0,375,221.6
232,376,376,222.6
875,0,377,185.9
221,0,378,185.9
520,0,379,149.0
787,0,380,112.0
58,381,381,113.0
201,0,382,113.0
175,383,383,114.0
979,384,384,152.4
245,385,385,190.9
79,386,386,191.9
703,0,387,191.9
726,388,388,230.7
689,389,389,269.6
15,390,390,308.6
939,0,391,270.5
603,0,392,270.5
59,0,393,232.2
585,0,394,193.8
661,395,395,194.8
909,396,396,195.8
65,0,397,195.8
675,0,398,157.0
687,0,399,118.1
532,400,400,119.1
490,0,401,119.1
409,402,402,159.3
313,403,403,199.6
593,404,404,240.0
247,0,405,200.5
669,406,406,201.5
571,407,407,242.2
118,408,408,283.0
779,0,409,283.0
790,410,410,284.0
990,0,411,284.0
402,412,412,285.0
311,0,413,244.7
915,414,414,245.7
174,0,415,245.7
538,416,416,246.7
921,417,417,247.7
463,0,418,206.9
752,419,419,248.8
506,0,420,207.8
940,421,421,249.9
216,0,422,208.7
762,0,423,208.7
407,0,424,167.3
666,425,425,209.8
582,426,426,210.8
403,427,427,211.8
78,428,428,254.6
428,0,429,212.7
979,0,430,212.7
380,431,431,213.7
674,432,432,256.9
63,433,433,300.2
203,0,434,300.2
615,435,435,301.2
691,436,436,302.2
797,0,437,259.5
559,0,438,216.7
969,439,439,260.6
443,0,440,260.6
629,0,441,217.5
189,0,442,174.3
692,443,443,175.3
532,0,444,175.3
625,445,445,176.3
54,0,446,132.7
283,0,447,132.7
64,448,448,177.5
375,0,449,133.6
836,0,450,133.6
994,451,451,178.7
690,0,452,178.7
474,453,453,179.7
549,0,454,179.7
791,0,455,135.2
987,0,456,135.2
173,457,457,180.9
88,458,458,181.9
785,459,459,227.8
173,460,460,273.8
229,0,461,228.7
16,0,462,228.7
51,0,463,183.4
408,0,464,183.4
262,0,465,183.4
275,0,466,183.4
88,0,467,137.7
730,468,468,138.7
65,0,469,92.8
897,0,470,46.8
286,0,471,46.8
845,0,472,46.8
638,473,473,94.1
246,474,474,141.5
290,475,475,189.0
852,476,476,236.6
644,477,477,284.3
349,478,478,285.3
847,479,479,333.2
120,480,480,381.2
528,0,481,381.2
447,482,482,429.4
758,0,483,382.1
875,484,484,383.1
131,485,485,384.1
272,0,486,336.5
173,0,487,288.8
325,488,488,289.8
372,489,489,290.8
386,0,490,242.8
234,491,491,291.9
483,0,492,243.7
372,493,493,293.0
621,0,494,244.6
337,495,495,245.6
618,0,496,245.6
971,0,497,245.6
892,0,498,196.8
973,0,499,147.9
6,500,500,197.9
698,501,501,198.9
984,0,502,198.9
705,0,503,149.6
258,504,504,200.0
186,505,505,201.0
155,0,506,201.0
883,0,507,201.0
147,0,508,201.0
13,0,509,201.0
966,0,510,151.0
243,0,511,100.9
412,0,512,100.9
24,0,513,100.9
48,514,514,101.9
130,515,515,102.9
506,516,516,154.5
314,517,517,206.2
792,0,518,206.2
611,519,519,258.1
716,520,520,310.1
626,0,521,310.1
725,522,522,362.3
806,0,523,362.3
875,0,524,310.9
785,0,525,259.4
925,0,526,207.8
51,527,527,208.8
141,0,528,208.8
475,529,529,209.8
466,530,530,210.8
886,0,531,210.8
345,0,532,158.6
91,0,533,158.6
940,0,534,158.6
900,535,535,212.1
66,0,536,212.1
171,537,537,213.1
896,538,538,266.9
73,539,539,267.9
757,540,540,268.9
865,0,541,268.9
706,0,542,268.9
698,0,543,268.9
715,544,544,323.3
503,545,545,324.3
989,0,546,324.3
429,547,547,325.3
451,0,548,271.5
198,549,549,272.5
83,550,550,273.5
480,0,551,273.5
265,552,552,328.7
241,0,553,328.7
562,0,554,274.3
269,0,555,219.8
147,0,556,219.8
216,0,557,165.1
549,558,558,220.9
701,0,559,166.0
522,0,560,111.0
584,561,561,167.1
436,562,562,168.1
876,563,563,224.4
30,0,564,224.4
643,0,565,224.4
976,566,566,281.0
224,0,567,281.0
18,568,568,282.0
130,0,569,282.0
443,570,570,339.0
293,571,571,340.0
677,572,572,341.0
382,573,573,342.0
71,0,574,342.0
7,0,575,342.0
395,576,576,343.0
37,577,577,400.7
13,0,578,343.9
364,579,579,401.8
909,580,580,402.8
308,0,581,345.7
10,0,582,288.5
946,583,583,289.5
17,584,584,347.9
319,585,585,406.4
808,0,586,348.8
926,0,587,291.1
933,588,588,349.9
165,589,589,350.9
781,0,590,292.9
377,591,591,352.0
391,0,592,352.0
412,0,593,293.7
81,0,594,235.3
65,595,595,236.3
705,596,596,295.9
488,0,597,295.9
550,0,598,237.1
42,0,599,178.2
388,0,600,178.2
825,0,601,119.1
733,602,602,179.3
543,0,603,179.3
534,604,604,239.7
750,0,605,180.2
941,0,606,120.6
456,607,607,181.3
577,0,608,181.3
428,609,609,242.2
573,0,610,242.2
579,611,611,303.3
668,612,612,304.3
632,613,613,365.6
148,0,614,305.2
983,615,615,366.7
769,616,616,428.3
13,0,617,367.6
215,618,618,429.4
775,619,619,430.4
191,620,620,492.4
676,0,621,431.3
537,622,622,432.3
759,623,623,433.3
314,624,624,495.7
489,0,625,434.2
229,0,626,372.6
57,0,627,372.6
551,628,628,373.6
752,629,629,374.6
967,630,630,375.6
570,0,631,375.6
9,632,632,376.6
945,0,633,314.3
126,634,634,315.3
295,0,635,315.3
955,0,636,315.3
472,0,637,315.3
87,638,638,316.3
924,0,639,253.4
223,640,640,254.4
625,0,641,254.4
161,0,642,191.2
82,643,643,255.5
846,0,644,192.1
153,0,645,192.1
742,646,646,256.7
694,647,647,321.4
721,0,648,257.6
290,649,649,322.5
453,650,650,323.5
374,0,651,323.5
137,0,652,323.5
782,653,653,324.5
440,654,654,389.9
115,0,655,389.9
609,0,656,325.3
471,0,657,260.6
657,658,658,326.4
30,659,659,327.4
360,0,660,262.4
902,661,661,328.5
661,0,662,328.5
362,0,663,263.2
870,0,664,197.8
448,665,665,264.3
497,666,666,330.9
714,667,667,397.6
843,0,668,331.8
257,669,669,332.8
548,670,670,399.8
930,671,671,400.8
690,672,672,468.0
595,0,673,468.0
806,674,674,535.4
682,0,675,468.9
310,676,676,469.9
868,0,677,403.2
518,678,678,471.0
795,0,679,404.1
568,0,680,337.1
749,0,681,270.0
589,0,682,202.8
119,0,683,202.8
925,684,684,203.8
373,685,685,272.3
249,0,686,204.7
310,687,687,273.4
924,688,688,274.4
613,0,689,274.4
535,0,690,274.4
664,691,691,343.5
542,692,692,412.7
744,0,693,412.7
930,0,694,344.3
824,695,695,345.3
481,0,696,345.3
773,0,697,276.6
333,0,698,207.8
990,0,699,207.8
32,0,700,207.8
302,701,701,208.8
205,702,702,209.8
435,0,703,209.8
579,704,704,280.2
623,705,705,281.2
675,0,706,281.2
438,0,707,281.2
912,708,708,352.0
896,709,709,422.9
977,0,710,422.9
198,711,711,423.9
889,0,712,353.7
664,713,713,425.0
274,0,714,354.6
810,715,715,355.6
675,716,716,427.2
167,0,717,427.2
435,0,718,356.4
890,719,719,357.4
776,720,720,429.4
264,0,721,358.3
876,0,722,358.3
544,723,723,359.3
586,724,724,431.7
311,0,725,360.2
726,0,726,288.6
235,0,727,288.6
163,728,728,361.4
726,729,729,362.4
496,0,730,290.4
40,0,731,290.4
374,0,732,290.4
313,733,733,291.4
403,734,734,292.4
331,735,735,365.9
670,0,736,365.9
551,737,737,439.6
414,0,738,366.8
883,739,739,367.8
713,0,740,367.8
266,741,741,441.9
801,0,742,441.9
710,743,743,442.9
569,744,744,443.9
54,745,745,444.9
579,746,746,519.5
30,0,747,445.8
307,748,748,520.6
367,749,749,521.6
854,0,750,521.6
310,751,751,522.6
236,0,752,522.6
35,0,753,448.3
976,0,754,373.9
350,755,755,374.9
834,756,756,375.9
466,0,757,375.9
434,758,758,376.9
58,759,759,377.9
567,760,760,453.9
175,0,761,378.8
873,0,762,378.8
741,0,763,378.8
572,0,764,378.8
901,765,765,379.8
870,0,766,304.2
143,0,767,304.2
159,0,768,228.4
452,769,769,229.4
408,770,770,230.4
603,771,771,307.5
287,772,772,384.7
561,773,773,462.0
649,774,774,539.4
882,775,775,540.4
780,0,776,540.4
710,0,777,540.4
749,778,778,618.2
268,779,779,619.2
632,0,780,542.2
155,0,781,465.1
639,0,782,387.9
352,783,783,388.9
150,0,784,311.5
457,0,785,234.0
381,786,786,312.6
968,787,787,391.3
971,788,788,392.3
82,0,789,314.4
133,790,790,393.4
471,0,791,393.4
329,0,792,393.4
751,0,793,315.1
512,794,794,394.5
891,0,795,394.5
596,796,796,395.5
800,797,797,396.5
866,0,798,317.7
340,799,799,397.6
321,800,800,398.6
729,0,801,398.6
177,0,802,398.6
96,803,803,478.9
992,0,804,399.5
106,0,805,399.5
217,0,806,319.9
842,0,807,240.2
180,808,808,321.0
227,0,809,241.1
562,810,810,242.1
118,0,811,242.1
3,0,812,242.1
552,813,813,243.1
441,0,814,243.1
951,0,815,243.1
286,816,816,324.7
692,817,817,406.4
378,0,818,325.6
675,0,819,325.6
392,820,820,326.6
965,0,821,326.6
460,822,822,408.8
142,823,823,409.8
412,824,824,492.2
451,825,825,574.7
373,826,826,575.7
156,0,827,494.0
947,828,828,576.8
327,829,829,659.7
144,0,830,577.7
724,0,831,577.7
66,832,832,578.7
261,833,833,579.7
89,0,834,497.3
834,0,835,414.8
29,836,836,415.8
311,0,837,415.8
694,0,838,333.0
73,839,839,334.0
869,840,840,418.0
608,841,841,502.1
335,0,842,418.9
42,0,843,335.6
917,844,844,420.0
676,845,845,504.5
784,0,846,420.9
416,0,847,420.9
361,848,848,505.7
513,849,849,506.7
978,850,850,507.7
962,0,851,423.6
956,852,852,508.8
652,0,853,508.8
682,0,854,424.4
406,0,855,339.9
484,856,856,425.5
112,0,857,425.5
742,858,858,426.5
487,0,859,341.6
992,860,860,342.6
294,0,861,342.6
109,0,862,257.4
826,863,863,343.7
191,864,864,430.1
97,865,865,516.6
45,866,866,517.6
8,0,867,517.6
554,0,868,431.8
992,869,869,518.7
369,870,870,519.7
297,0,871,519.7
699,872,872,606.9
159,0,873,520.6
868,0,874,434.2
711,875,875,435.2
513,0,876,348.6
608,0,877,348.6
965,0,878,348.6
108,0,879,261.7
518,0,880,174.7
442,0,881,174.7
447,882,882,175.7
827,883,883,264.0
29,884,884,352.4
544,0,885,264.9
27,886,886,353.5
850,887,887,442.2
716,888,888,531.0
614,889,889,619.9
994,890,890,708.9
737,891,891,798.0
880,892,892,799.0
197,893,893,800.0
905,0,894,711.6
743,895,895,801.1
219,0,896,712.5
137,897,897,713.5
780,898,898,714.5
261,899,899,715.5
296,900,900,716.5
223,901,901,717.5
649,0,902,628.3
14,903,903,629.3
444,0,904,629.3
427,0,905,539.8
647,906,906,630.4
770,907,907,631.4
417,0,908,541.6
253,909,909,542.6
886,910,910,543.6
492,0,911,453.5
917,0,912,453.5
801,0,913,363.2
129,0,914,363.2
545,0,915,363.2
976,916,916,364.2
46,917,917,365.2
529,918,918,457.0
8,919,919,458.0
486,920,920,459.0
947,0,921,459.0
495,922,922,551.2
434,923,923,643.5
812,0,924,643.5
993,925,925,736.0
502,0,926,644.4
382,927,927,645.4
282,928,928,646.4
893,0,929,554.5
277,930,930,555.5
939,931,931,648.6
710,932,932,649.6
687,0,933,557.3
351,934,934,650.7
209,0,935,558.2
759,0,936,558.2
63,0,937,465.5
610,938,938,466.5
759,939,939,560.4
85,940,940,561.4
294,941,941,562.4
487,942,942,563.4
569,0,943,563.4
414,944,944,564.4
627,0,945,564.4
329,946,946,659.0
601,0,947,659.0
859,0,948,565.2
31,0,949,471.3
452,950,950,472.3
599,0,951,378.2
678,952,952,379.2
242,953,953,474.5
683,0,954,380.1
273,0,955,380.1
11,956,956,381.1
870,0,957,381.1
896,958,958,476.9
394,959,959,572.8
975,0,960,477.8
292,961,961,573.9
612,962,962,574.9
617,0,963,479.6
331,0,964,479.6
112,0,965,479.6
316,966,966,480.6
296,967,967,577.3
297,0,968,481.5
563,969,969,482.5
330,970,970,579.5
604,971,971,580.5
741,0,972,484.3
427,0,973,484.3
533,974,974,581.7
691,975,975,679.2
662,976,976,680.2
761,977,977,681.2
180,978,978,779.0
279,979,979,780.0
716,0,980,683.0
396,0,981,585.9
598,0,982,585.9
221,983,983,684.2
312,984,984,685.2
42,985,985,686.2
237,0,986,588.6
326,987,987,589.6
590,988,988,590.6
938,0,989,492.7
766,990,990,591.7
441,991,991,690.8
554,0,992,690.8
182,0,993,592.5
396,994,994,593.5
282,0,995,495.0
961,996,996,594.6
906,0,997,495.9
542,998,998,496.9
757,999,999,596.8
